"Product_ID","Product_Name","Product_Description","Weight","Price"
"PR00925","HD Nintendo","Innovative technology",3.19,988.26
"PR00926","Multi-Function Smart Speaker","Ergonomic",8.79,877.13
"PR00927","Dual-Screen Console","Compact design",2.72,26.48
"PR00928","Rugged Action Cam","Innovative technology",3,247.5
"PR00929","Wireless Router","Versatile use",16.1,17.3
"PR00930","Portable eReader","High quality",11.1,309.19
"PR00931","Waterproof VR Headset","Versatile use",12.04,584.41
"PR00932","Budget Earbuds","Compact design",2.77,796.63
"PR00933","Smart VR Headset","High quality",19.13,836.74
"PR00934","Gaming Monitor","User-friendly",8.49,364.65
"PR00935","Lite Desk Lamp","Sleek and modern",7.16,60.04
"PR00936","Eco Console","Sleek and modern",6.02,415.2
"PR00937","Vintage Power Bank","User-friendly",1.45,891.45
"PR00938","Multi-Function Smart Glasses","Durable",11.89,556.07
"PR00939","Waterproof Camera","Versatile use",17.13,465.55
"PR00940","High-Speed Mouse","Compact design",16.07,553.84
"PR00941","Ultra Smart Speaker","Durable",2.8,288.38
"PR00942","Noise-Cancelling Nintendo","Eco-friendly",3.56,777.08
"PR00943","HD Mouse","Eco-friendly",19.2,727.45
"PR00944","Solar Tablet","Versatile use",17.98,782.85
"PR00945","Vintage Recorder","User-friendly",3.89,762.77
"PR00946","Foldable Headphones","Innovative technology",1.09,127.45
"PR00947","Pro Monitor","Compact design",7.95,894.45
"PR00948","High-Performance Power Bank","Sleek and modern",2.88,636.44
"PR00949","Touch Action Cam","Ergonomic",2.3,558.57
"PR00950","Retro External Hard Drive","Sleek and modern",19.03,796.89
"PR00951","Retro Laptop","Energy efficient",7.28,232.42
"PR00952","Dual-Screen Smart Speaker","Compact design",11.91,28.76
"PR00953","High-Speed Fitness Tracker","Energy efficient",4.04,985.18
"PR00954","Waterproof eReader","Sleek and modern",0.62,429.16
"PR00955","Foldable Laptop","Compact design",6.38,627.25
"PR00956","Smart eReader","Ergonomic",4.66,216.25
"PR00957","Slim Power Bank","Versatile use",7.69,968.47
"PR00958","Eco Monitor","Ergonomic",19.18,594.44
"PR00959","Eco Recorder","Durable",2.33,188.17
"PR00960","Ultra-Light Action Cam","Ergonomic",2.29,783.47
"PR00961","Dual-Screen Camera","Compact design",10.93,306.83
"PR00962","Waterproof Power Bank","Durable",5.03,446.15
"PR00963","Solar Earbuds","Sleek and modern",9.18,942.91
"PR00964","Premium Fitness Tracker","Ergonomic",3.94,600.65
"PR00965","Pro Laptop","Sleek and modern",3.14,916.24
"PR00966","Slim Printer","Ergonomic",19.26,349.96
"PR00967","High-Speed eReader","User-friendly",2.66,407.54
"PR00968","Ultra-Light Smartphone","High quality",16.64,108.02
"PR00969","Slim Smartphone","Ergonomic",10.18,141.91
"PR00970","Ergonomic Smart Glasses","Ergonomic",4.47,536.68
"PR00971","SE Power Bank","Ergonomic",12.86,40.78
"PR00972","Waterproof Gaming Chair","Compact design",19.32,908.64
"PR00973","Premium Drone","Innovative technology",19.34,786.93
"PR00974","SD Power Bank","Ergonomic",15.27,212.68
"PR00975","HD Printer","Compact design",8.98,217.12
"PR00976","Solar Printer","Energy efficient",1.78,863.08
"PR00977","Foldable Smartphone","Versatile use",11.02,158.11
"PR00978","Noise-Cancelling External Hard Drive","Energy efficient",19.78,889.27
"PR00979","Dual-Screen External Hard Drive","High quality",1.94,411.25
"PR00980","Magnetic Smartphone","User-friendly",7.39,463.66
"PR00981","High-Speed Router","Compact design",19.73,114.6
"PR00982","Magnetic Camera","Innovative technology",5.33,338.77
"PR00983","Compact Console","High quality",18.43,552.41
"PR00984","Lite Laptop","Innovative technology",9.93,631.9
"PR00985","Solar eReader","Versatile use",15.56,568.13
"PR00986","Noise-Cancelling eReader","Sleek and modern",16.15,275.51
"PR00987","Dual-Screen Earbuds","Versatile use",8.29,711.24
"PR00988","Portable Smart Speaker","Sleek and modern",11.4,79.39
"PR00989","Vintage Headphones","Sleek and modern",4.43,142.95
"PR00990","Dual-Screen Earbuds","Innovative technology",4.82,320.99
"PR00991","High-Performance Desk Lamp","High quality",4.09,519.95
"PR00992","Sleek Mouse","Ergonomic",19.53,897.19
"PR00993","Noise-Cancelling Monitor","User-friendly",7.41,889.27
"PR00994","Sleek Router","Innovative technology",19.72,189.52
"PR00995","Foldable Keyboard","Versatile use",1.64,777.59
"PR00996","Slim Smart Speaker","Ergonomic",18.49,71.86
"PR00997","Ultra Keyboard","Durable",11.11,256.63
"PR00998","Mini Printer","Versatile use",9.33,72.4
"PR00999","Slim Headphones","Sleek and modern",19.68,605.29
"PR01000","Multi-Function External Hard Drive","Ergonomic",14.81,119.43
