"Product_ID","Product_Name","Product_Description","Weight","Price"
"PR00923","Heavy-Duty Keyboard","Versatile use",14.24,762.95
"PR00924","Dual-Screen Action Cam","High quality",15.31,928.87
"PR00925","Mini Headphones","User-friendly",17.63,560.81
"PR00926","Mini Smartphone","Ergonomic",7.57,781.32
"PR00927","Multi-Function Laptop","Ergonomic",14,442.56
"PR00928","SD Drone","User-friendly",7.92,568.92
"PR00929","Sleek Mouse","Durable",19.64,801.79
"PR00930","Compact Keyboard","Sleek and modern",14.59,73.96
"PR00931","Retro Laptop","Eco-friendly",1.41,896.23
"PR00932","Ultra-Light Recorder","Sleek and modern",8.53,754.86
"PR00933","High-Performance Recorder","User-friendly",4.89,806.53
"PR00934","Ultra-Light Recorder","Durable",3.04,797.24
"PR00935","SE Keyboard","Compact design",2.57,857.9
"PR00936","Eco Smartwatch","Compact design",4.28,30.53
"PR00937","High-Performance Router","Eco-friendly",3.06,121.57
"PR00938","Smart Smart Glasses","Sleek and modern",13.32,368.61
"PR00939","SD Camera","User-friendly",9.41,777.09
"PR00940","SD Keyboard","Eco-friendly",6.45,638.02
"PR00941","Touch Action Cam","Compact design",5.09,350.26
"PR00942","Budget Headphones","User-friendly",7.98,578.09
"PR00943","Vintage External Hard Drive","Sleek and modern",18.17,272.36
"PR00944","SD Desk Lamp","Compact design",7.12,440.62
"PR00945","Smart Laptop","Ergonomic",19.67,692.72
"PR00946","SE Nintendo","Durable",14.44,593.54
"PR00947","Lite Camera","User-friendly",13.42,611.66
"PR00948","Vintage Desk Lamp","Energy efficient",14.16,428.7
"PR00949","Gaming Recorder","Versatile use",7.09,370.52
"PR00950","Slim Tablet","Durable",9.73,125.91
"PR00951","Smart Smartphone","Compact design",12.8,37.79
"PR00952","Retro Tablet","Energy efficient",2.28,600.78
"PR00953","Portable Smartwatch","Compact design",5.68,977.95
"PR00954","Sleek Smartphone","High quality",12.96,727.49
"PR00955","SD Smartphone","Compact design",1.95,242.25
"PR00956","Advanced Smart Speaker","Sleek and modern",19.22,451.5
"PR00957","Heavy-Duty Keyboard","Durable",13.21,256.84
"PR00958","Smart Smart Glasses","Versatile use",17.31,457.85
"PR00959","HD Mouse","High quality",9.74,32.33
"PR00960","Multi-Function Earbuds","Ergonomic",7.57,19.14
"PR00961","Solar Mouse","Ergonomic",3.31,97.31
"PR00962","Smart Mouse","Innovative technology",18.61,685.49
"PR00963","Mini VR Headset","Sleek and modern",15.9,460.24
"PR00964","Slim Headphones","Eco-friendly",1.65,797.8
"PR00965","AI-Powered Tablet","User-friendly",15.52,731.03
"PR00966","Heavy-Duty Headphones","Sleek and modern",14.72,358.94
"PR00967","High-Resolution Power Bank","High quality",13.16,890.22
"PR00968","Noise-Cancelling Smartphone","Innovative technology",5.45,545.19
"PR00969","Ergonomic Recorder","User-friendly",17.39,607.1
"PR00970","Compact Laptop","Energy efficient",18.52,659.71
"PR00971","Compact Gaming Chair","Durable",7.11,379.56
"PR00972","Wireless Gaming Chair","Innovative technology",6.51,686.63
"PR00973","Dual-Screen Nintendo","User-friendly",7.92,850.73
"PR00974","Lite Power Bank","Energy efficient",0.81,882.91
"PR00975","Heavy-Duty Headphones","Energy efficient",19.49,973.21
"PR00976","Pro Nintendo","Versatile use",2.52,880.39
"PR00977","Waterproof Smart Glasses","Energy efficient",7.6,509.06
"PR00978","HD Camera","Energy efficient",15.83,229.93
"PR00979","Advanced Camera","Durable",11.31,892.67
"PR00980","Ultra-Light Fitness Tracker","Versatile use",3.58,473.93
"PR00981","Slim Recorder","User-friendly",10.64,937.73
"PR00982","High-Speed Keyboard","Eco-friendly",15.04,39.27
"PR00983","High-Resolution Fitness Tracker","High quality",12.19,157.08
"PR00984","Slim Power Bank","Sleek and modern",13.07,456.65
"PR00985","AI-Powered VR Headset","User-friendly",7.96,609.28
"PR00986","Rugged Action Cam","High quality",10.8,858.7
"PR00987","Premium Power Bank","Compact design",10.13,634.67
"PR00988","Eco Nintendo","Compact design",15.67,445.39
"PR00989","Gaming Drone","Durable",15.19,961.52
"PR00990","Portable Console","Innovative technology",19.77,593.64
"PR00991","Mini External Hard Drive","High quality",17.63,410.16
"PR00992","Dual-Screen Power Bank","Compact design",8.14,642.15
"PR00993","Slim Monitor","Durable",3.23,164.94
"PR00994","Portable Console","Versatile use",18.87,707.54
"PR00995","High-Performance Fitness Tracker","Sleek and modern",16.47,805.22
"PR00996","High-Speed Nintendo","Energy efficient",4.16,364.29
"PR00997","Foldable Console","Compact design",12.91,773.36
"PR00998","Dual-Screen Fitness Tracker","Energy efficient",9.46,265.71
"PR00999","Slim Recorder","Ergonomic",3.27,597.2
"PR01000","Budget Power Bank","Durable",0.9,204.08
